Mol,Smiles
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D9E70>,Cc1cccc(-n2cnc3cc(N)ccc32)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DEFF0>,CSCC[C@H](N)C(O)(O)c1nccs1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98A180>,N[C@H](CCC(=O)N[C@H](CSSC[C@@H](NC(=O)CC[C@@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93CA50>,Cc1cccc(C)c1OCC(C)N
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93CBA0>,Nc1c2c(nc3ccccc13)CCCC2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF944190>,O=S(=O)([O-])[O-].[Mg+2]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF945A10>,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF956110>,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF95B8B0>,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97E8F0>,NC/C=C(\CCCCCN)SC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF985700>,CC(=O)[C@H](CC(=O)O)NC(=O)c1ccc(CNS(=O)(=O)c2ccc(O)c(C(=O)O)c2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF990190>,O=c1[nH]cc(I)c(=O)[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF993990>,CC(C)=CCC[C@H](C)[C@@H]1CC[C@]2(C)C3=C(CC[C@]12C)[C@]1(C)CC[C@@H](O)C(C)(C)[C@H]1CC3
<rdkit.Chem.rdchem.Mol object at 0x00000219AF997300>,N[C@@H](Cc1ccc(O)cc1)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF99AB20>,CC(C)OP(=O)(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF99CCF0>,CC[n+]1c(C)c(C(=O)OC(C)C)c(-c2ccccc2Cl)c(C(=O)O)c1C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C11C0>,Nc1ncnc2c1nc(NCc1ccc(Cl)c(Cl)c1)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D37D0>,O=P(O)(O)OCCNS(=O)(=O)c1ccc2ccccc2c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D4740>,COc1cc(/C=C/C(=O)O)ccc1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D91C0>,Fc1ccc(-c2c[nH]nc2-c2ccnc(F)c2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E83C0>,Cc1nc2cc3nc(N)[nH]c(=O)c3cc2[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F18C0>,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F83C0>,c1ccc(C2CC2)c(OCC2=NCCN2)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DF220>,NS(=O)(=O)c1ccc2c(c1)CCC2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DA3B0>,CC[C@H](CO)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B0D60>,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BD0E0>,C[C@H](Nc1cc2c(-c3cc(Cl)cc(CCCO)c3)noc2cn1)c1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96A570>,O=C(C[C@H]1Sc2ccccc2NC1=O)NO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF988BA0>,NC[C@@H]1CCCN1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF994270>,O=c1cnn([C@@H]2O[C@@H](COP(=O)(O)O)[C@H](O)[C@H]2O)c(=O)[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF995070>,NC(CO)(CO)CO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AFC30>,CN1Cc2c(N)cccc2C(c2ccccc2)C1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B9310>,CC(C)c1cccc(C(C)C)c1OCOP(=O)(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AC95E7A0>,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9489E0>,CC(=O)Nc1nnc(S(N)(=O)=O)s1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94C0B0>,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94F5A0>,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@]12C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98F0D0>,O=P(O)(O)OC[C@@H]1O[C@@H](n2cnc3c(OP(=O)(O)O)ncnc32)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F40B0>,O=C([O-])C1=C(C[n+]2ccccc2)CS[C@@H]2[C@H](N=C(O)Cc3cccs3)C(=O)N12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CD620>,N=C(N)NCCCCNC(=O)c1csc(-c2cscn2)n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E76F0>,Cc1ccc(S(=O)(=O)NC2=NC(=O)/C(=C/c3ccc(C)o3)S2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AC95D3F0>,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF951AF0>,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9673E0>,N[C@@H](CSO)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF973290>,OC[C@]12O[C@H]1C[C@H](O)[C@@H](O)[C@H]2O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97B3E0>,O=C(N[C@@H](CO)C(=O)O)c1cccc(O)c1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98B300>,N[C@@H](CS[As](=O)(O)O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9912A0>,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF995AF0>,Nc1nc2ccccc2c(=O)[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF99E490>,CCC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(N)c3[C@H](C1)C2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF99E8F0>,CC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF99EB90>,CCCCCCSC[C@@H](NC(=O)CC[C@H]([NH3+])C(=O)O)C(=O)NCC(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A5B60>,CCCC[C@@H](N)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B6D50>,NC(N)=NCCCC(NC(=O)[C@H](N)CCCN=C(N)N)C(=O)N1CCCC1C(=O)N1C[C@H](O)CC1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2CC1C(=O)N1C(C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)C[C@@H]2CCCC[C@@H]21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BB290>,N=C1N[C@@H](O)C[C@H]([C@@H]2NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)C[C@@H](N)CCCN)CNC2=O)N1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94FED0>,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CC580>,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DAD50>,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2ncnc2n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93B140>,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C
<rdkit.Chem.rdchem.Mol object at 0x00000219AC95DE00>,C[C@@H]1CCN(C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)c2cccc3c2NC[C@H](C)C3)[C@@H](C(=O)O)C1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97AFF0>,N[C@H]1C[C@@H](O)[C@H](CO)O[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B9A10>,CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CB680>,Cc1cc(OCC(=O)O)cc(C)c1Cc1ccc(O)c(C(C)C)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F95B0>,CC(NN)c1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9505F0>,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9531B0>,O=C(O)CCCCO/N=C(/c1cccnc1)c1cccc(C(F)(F)F)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CFE60>,Brc1cccc(-c2cc(NCc3ccncc3)[n+]3[nH]ccc3n2)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F43C0>,C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)CCC(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C4C80>,Cc1ccccc1-c1cc(NCc2ccc[n+]([O-])c2)n2ncc(Br)c2n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B1F50>,COc1c(C(=O)NC2CCN3CCCC2C3)ccc(N)c1Cl
<rdkit.Chem.rdchem.Mol object at 0x00000219AC95CEB0>,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AC95E420>,CCOC(=O)c1cncn1[C@H](C)c1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF948D60>,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
<rdkit.Chem.rdchem.Mol object at 0x00000219AF948F20>,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96AAB0>,O=C(CC1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1)NO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF984510>,O=P(O)(O)OC[C@@H]1O[C@@H](n2cnc3ccccc32)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF999000>,CC[C@@H](C)[C@@H](NC(=O)[C@@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@H](OCc1ccccc1)C(=O)N[C@@H](C(=O)NC)[C@@H](C)CC)C(=O)NC
<rdkit.Chem.rdchem.Mol object at 0x00000219AF99E3B0>,CCCCCCCCCCCCCCCCCCOC[C@@H](CO[P@@](=O)(O)OCCSC)NC(C)=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A3F40>,N[C@@H](CCC(=O)N[C@H](CSCc1cccc(I)c1)C(=O)NCC(=O)O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A4660>,CN=N
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B49E0>,NC(N)=N[NH3+].[Cl-]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C4270>,O=C(Nc1ccccc1)[C@H]1CC(=O)N(C2CCCCC2)C1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C9CB0>,Cn1ncc2ncnc(NCCc3cnc(NC(=O)Nc4cccc(C(F)(F)F)c4)s3)c21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D9850>,CCCc1cc(CC(=O)O)c2[nH]c(CC(N)=O)cc2c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EE180>,O=C(O)C[C@@H](Cc1cccc2ccccc12)N1C(=O)c2ccc(C(=O)O)cc2C1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A0510>,Nc1nc(O)c2nc(CNc3ccc(C(=O)O)cc3)cnc2n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9ABB50>,CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OS(=O)(=O)O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AF220>,C[C@H](CC#CC(C)(C)O)[C@H]1CC[C@@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C1770>,COc1ccc(-n2cnc3ccc(-c4n[nH]c(=S)o4)cc32)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D8BA0>,CCCCCCCC(=O)N[C@H]1CCOC1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E5BD0>,COc1cc2c(cc1OS(N)(=O)=O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OS(N)(=O)=O)CC[C@@H]12
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F60A0>,Oc1c(I)cc(I)c2cccnc12
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F7920>,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2ccccc2)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94EC70>,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97C270>,O=C(O)c1ccccc1C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9933E0>,Cl[Fe]O[Fe]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9946D0>,Cn1cnc2c(N)nc[n+](C)c21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C0E40>,NC[C@H](O)CNc1ccc([N+](=O)[O-])c2cccnc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C3AE0>,O=C(O)CCc1ccc(-c2cccc([N+](=O)[O-])c2)s1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94C270>,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B0F20>,O=C(CC1NCCC[C@H]1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF946C70>,N[C@@H]1CC1c1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF968580>,CN1CN([C@@H]2O[C@@H](CO[P@@](=O)(O)OP(=O)(O)O)[C@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97A500>,COc1ccc2c3c1O[C@@H]1C[C@H](O)C=C[C@]31CC[N+](CCCCCCCCN1C(=O)c3ccccc3C1=O)=C2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A0270>,N=C(N)NCCC[C@@H](NCCC(=O)O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A25E0>,C[C@H](NC(=O)CNC(=O)[C@@H](NC(=N)N)C1CCCCC1)C(=O)NCCCS
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BE9D0>,NS(=O)(=O)Oc1ccc2c(c1)S(=O)(=O)C(CC1CCCCCC1)=C2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A7450>,OC[C@H]1O[C@@H](O)[C@@H](F)[C@@H](O)[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CA880>,C[C@H](N)C(=O)c1nnc(C(C)(C)C)o1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DEDC0>,CC(=O)NCCc1ccc(S(N)(=O)=O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6FB300>,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC
<rdkit.Chem.rdchem.Mol object at 0x00000219AF95AF10>,C[C@H]1[C@H](c2ccccc2)OCCN1C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EBB50>,CC[C@H](C=O)[C@@H]1[C@@H](NS(C)(=O)=O)CCN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF968900>,N/C=C/S
<rdkit.Chem.rdchem.Mol object at 0x00000219AF989150>,C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1N[C@@H]1C=C(CO)[C@@H](O)[C@H](O)[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94C890>,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF945150>,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94C6D0>,CC(C)NCC(O)COc1cccc2[nH]ccc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9774C0>,CC(=O)Nc1ccc(COc2ccc(-c3cc(C4CCN(C(=O)CNC(=O)[C@@H](CC(C)C)N=C(N)N)CC4)n(C)n3)c(Cl)c2Cl)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97D7E0>,OC[C@@H](O)Cc1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98C120>,CCCNC(=O)[C@@H](O)[C@@H](O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A1E70>,NC(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AF3E0>,Cn1nc(-c2ccccc2)cc1NS(=O)(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D3530>,COc1ccc(S(=O)(=O)n2cc(CCC(=O)O)c3cc(OC)ccc32)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E73E0>,CCC(CC)NC(=O)C[C@@H](C(N)=O)C(C)(C)C
<rdkit.Chem.rdchem.Mol object at 0x00000219AC95E6C0>,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B6570>,CC(C)=CCOc1cc(NC(=S)c2ccoc2C)ccc1Cl
<rdkit.Chem.rdchem.Mol object at 0x00000219AF948890>,CC(C)NCC(O)c1cc(O)cc(O)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9962D0>,N[C@@H](CCSC(F)(F)F)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C3DF0>,c1ccc(-c2oc3nccc(NCCN4CCNCC4)c3c2-c2ccccc2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E40B0>,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2nc(NCCN3CCOCC3)ncc2c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF947290>,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF977060>,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc(N(C)C)cc3)cc2)C(=O)C2CCCCC2)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B4E40>,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E2260>,CC(C)N(c1cc(-c2ccccc2)sc1C(=O)O)C(=O)[C@H]1CC[C@@H](C)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E3D80>,N#Cc1cnn2c(NCCc3cnc[nH]3)nc(Nc3ccccc3)nc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96F0D0>,CSCC[C@@H](N)C(=O)NS(=O)(=O)OC[C@@H]1O[C@@H](N2C=NC3=C(N)NC=N[C@H]32)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF973A70>,C1CCOCC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98C510>,O=P(O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A2B90>,CC(C)NCc1ccc(C[C@H](N)C(=O)O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AF300>,CC(C)(C)c1snc([O-])c1C[C@H]([NH3+])C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B71B0>,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@@H](O)c3cc(Cl)ccc32)c(C)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C5AF0>,Cc1c(O)cccc1C(=O)Nc1cccc2ccc(C(=N)N)cc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D9690>,CC(C)Cn1c(=O)n(C)c(=O)c2nc[nH]c21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EF4C0>,CC(=O)[C@H](C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)OCc1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF947060>,[Cl-].[K+]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF988AC0>,N=C(N)NCCC[C@H](NC(=O)C1CCCC1)C(=O)c1nc2ccccc2s1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BE5E0>,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)CCOCC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97D700>,NC(=O)c1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc([N+](=O)[O-])c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C34C0>,CC[C@H](CO)Nc1ccc2ncc(-c3ccc(C(=O)O)cc3)n2n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DACE0>,O=C(NCc1ccccc1)NC[C@@H](O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93B6F0>,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96BCA0>,Nc1ccn([C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c(=O)n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96D070>,Cc1ncc(COP(=O)(O)O)c(CN)c1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF970B30>,Nc1cncc(Cl)n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF987610>,O=P(O)(O)OC[C@@H]1O[C@@H](n2cnc3ncncc32)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A0B30>,O=C(NCCCc1ccccc1)NC1CCCCC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BC0B0>,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CNC2CCCCCCC2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C5230>,O=C(Nc1cccc(Br)c1)[C@H]1CC(=O)N(C2CCCCC2)C1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E4E40>,c1ccc2nc(COc3ccc(-c4n[nH]cc4Cc4ccncc4)cc3)ccc2c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E8C80>,Fc1ccccc1-c1cn2ccnc2c(NCc2cccnc2)n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF939700>,C/C1=C2/N3[Co]456(C#N)<-N7=C1[C@@H](CCC(N)=O)C(C)(C)/C7=C/C1=N->4/C(=C(/C)C4=N->5[C@@](C)([C@H]3[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)(O)O[C@H]2[C@@H](O)[C@@H](n3cn->6c5cc(C)c(C)cc53)O[C@@H]2CO)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AC7B0>,CC(C)=CCC/C(C)=C/CC/C(C)=C\CS[P@@](=O)(O)OP(=O)(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9ED620>,CCCCC(=O)N[C@H]1/C(=N/OC(=O)Nc2ccccc2)O[C@H](CO)[C@@H](O)[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF948120>,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96D7E0>,CCNS(=O)(=O)OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D6570>,COc1cccc(/C(O)=C2\C=Nc3nccc(-c4cc(F)cc(F)c4)c32)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF998510>,C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93C4A0>,CN(C)CCOC(C)(c1ccccc1)c1ccccn1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF95CE40>,C[C@@H](O)[C@@H](N)C1=N/C(=C\c2c[nH]c3ccccc23)C(=O)N1CCO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF965460>,C[P@](=O)(O)CC(=O)CC(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9784A0>,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF978740>,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@@H](N)[C@@H]1NC(C)=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF986C70>,Cc1ccc2nc[nH]c2c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF993610>,C[C@@](O)(CO)[C@@H](O)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@H]1O
