Mol,Smiles
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CF760>,C[C@]1(C(=O)O)OC[C@@H](OC(=O)NCCNC(=O)O[C@H]2CO[C@](C)(C(=O)O)OC2)CO1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EF220>,CC(C)=CCNc1ncnc2[nH]cnc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF948200>,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96B760>,NC1(C(=O)O)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF974270>,O=P(O)(O)OC[C@@H]1O[C@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CF4C0>,Cc1ccc(S(=O)(=O)NCCCOC(=O)Nc2ccncc2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DD5B0>,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)[C@H](c1ccccc1)CC2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E7D80>,CC(=O)O[C@H](C(=O)Nc1cccc2c1C(=O)C(=O)NC2=O)c1cccc(Cl)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EA810>,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F1310>,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A3AE0>,CCOC(=O)C1=C(C)NC(=S)N[C@H]1c1cccc(O)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B73E0>,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9420A0>,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF987B50>,C=C[C@H](N)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D09E0>,NCc1ccc(-c2cccnc2)o1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EB370>,N=C(N)NCCC[C@H](N)C(=O)c1nc2ccccc2s1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9503C0>,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F
<rdkit.Chem.rdchem.Mol object at 0x00000219AF950B30>,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9591C0>,CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@@H]1CC
<rdkit.Chem.rdchem.Mol object at 0x00000219AF964040>,CC(C)(CO)C(O)C(=O)NCCC(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF966880>,CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CS)C(N)=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF984EB0>,O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCOC2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A8C10>,Cc1cn([C@H]2C[C@@H](N=[N+]=[N-])[C@H](CO[P@@](=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BA8F0>,O=C([O-])[O-].O=C([O-])[O-].O=C([O-])[O-].[La+3].[La+3]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E7370>,OC[C@H]1O[C@@H](n2cnc3cc(Cl)c(Cl)cc32)[C@H](O)[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DD7E0>,O=C(Nc1cc(Br)c(O)c(Br)c1)c1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF951E00>,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97C970>,O=C(O)c1cc(S)ccc1[N+](=O)[O-]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9985F0>,O=C(O)C(=O)Cc1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AD620>,CC(=O)OC[C@H](O)CO[P@@](=O)(O)OCC[NH3+]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B15B0>,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CB140>,NCc1ccccc1-c1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E2110>,CCCCCCCCCCCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9ECC80>,CC1=C(C(=O)Nc2ccc(Cl)c(C(=O)OC(C)C)c2)SCCO1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F2490>,CC(C)OC(=O)[C@H](C)N[P@](=O)(OCC1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AC95C0B0>,COc1ccc(OC)c(C(O)CNC(=O)CN)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EC040>,N[C@H]1CCc2ccccc2[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94C580>,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94CEB0>,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BE260>,Oc1ccc(-c2noc3cc(O)ccc23)c(O)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF975000>,CC1(C)CCC(C)(C)c2cc(C(=O)/C=C/c3ccc(C(=O)O)cc3)ccc21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CE420>,CCCCCC(=O)N[C@@H](CCO)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CF290>,C[C@@H]1c2cc(O)ccc2O[C@@H](c2ccc(OCCN3CCCC3)cc2)[C@H]1c1ccc(O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E37D0>,c1c[nH]c(Nc2ccc(Nc3ccc(Nc4ncc[nH]4)cc3)cc2)n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9438B0>,CC(=O)NS(=O)(=O)c1ccc(N)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94F840>,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)[O-]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BB300>,c1ccn(CCOc2ccc3[nH]ccc3c2)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D7DF0>,OCCCCCCCCNCO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93FC30>,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9458C0>,CC1=C(C)C2Cc3[nH]c(c(C)c3C(C)OC(=O)CCc3c(C)/c4[nH]/c3=C\C3=N/C(=C\c5[nH]c(c(C(C)OC(C)c6c7[nH]c(c6C)/C=C6\N=C(/C=c8\[nH]/c(c(C)c8CCC(=O)O)=C\C8=NC(C7)C(C)=C8C)C(CCC(=O)O)=C6C)c5C)CC5N=C(/C=4)C(C)=C5C)C(C)=C3CCC(=O)O)/C=C3\N=C(/C=c4\[nH]/c(c(C)c4CCC(=O)O)=C\C1=N2)C(CCC(=O)O)=C3C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF95F680>,O=C(O)[C@H](O)[C@@H](O)COP(=O)(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96A7A0>,COCCOCCOCCOCCOCCO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF971B60>,NC1=NCCS1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF981070>,COc1ccc(CSC[C@@H](NC(=O)CCCN)C(=O)NCC(=O)O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF984BA0>,C[C@@H](N)[C@H]1N[C@@H](CN)C(=O)N1CC(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98B450>,C[C@@H](O)[C@@H](N)C(=O)NS(=O)(=O)OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AFA00>,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B3370>,CC1(C)SCCN(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)[C@H]1C(O)=NO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B76F0>,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc(=O)c2c([nH]1)c(CCC)nn2C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B8270>,COc1ccc2cccc(CCNC(C)=O)c2c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BAE30>,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BEAB0>,CC(=O)c1ccc(NC(=O)c2cn[nH]c2-c2cc(Cl)c(O)cc2O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BFB50>,CS(=O)(=O)c1ccc(-c2noc([C@@H](CC3CC3)[C@H](N)C(F)=C3CCCC3)n2)c(Cl)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CF450>,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)[C@H](C)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D5070>,COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D89E0>,CCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DA500>,O=C(C[C@@H](NC(=O)OCc1ccccc1)c1ccccc1)Nc1nnc(S)s1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DB5A0>,Cc1ccc(NC(=O)NCCSCc2ccc(CN(C)C)o2)cc1Cl
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E2F10>,CCCC[C@H](CN(O)C=O)C(=O)N1CCC[C@H]1c1nc2ccccc2o1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E7A00>,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@H]1Cc2cn(c3ccccc23)CCCCCCNC1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E9540>,O=C(Cc1cccs1)N[C@H](B(O)O)c1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EEEA0>,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(Cl)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F71B0>,Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O.[Na+].[Na+].[Na+].[Na+]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B7300>,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF974AC0>,Nc1ncnc2c1ncn2[C@@H]1OC[C@@H](OP(=O)(O)O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B1C40>,CC(C)CCC(=O)CC1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A2EA0>,O=C(O)/C=C\C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF979460>,O=[N+]([O-])c1ccc(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BEC00>,N[C@H](COc1cncc(-c2ccc3cnccc3c2)c1)C[C@H]1C=Nc2ccccc21
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F6960>,O.O.O=P([O-])([O-])CP(=O)([O-])[O-].[98Tc+4]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94F3E0>,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F77D0>,O=C(c1ccco1)N(c1cnccn1)C1CCN(CCc2ccccc2)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F92A0>,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF957D80>,CC(C=C(c1cccs1)c1cccs1)N(C)C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF959070>,O=C1NC(=S)NC(=O)C1Cc1ccc(-c2ccccc2C(F)(F)F)o1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF968660>,N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96AEA0>,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]2O[C@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF992180>,NCC(N)=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AE030>,Nc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@H]4O[C@@H](CP(=O)(O)O)O[C@H]43)c2[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BC4A0>,CC(C)CCC(=O)N1CCC[C@H]1C(=O)NCc1cccc(Cl)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F4E40>,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F7840>,CCC(=O)N(c1ccc(F)cc1)C1CCN(CCc2ccccc2)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9547B0>,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98CBA0>,Cc1ncc(C[n+]2csc(CCO[P@@](=O)([O-])O)c2C)c(N)n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AF680>,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E2FF0>,COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E9380>,C=CCCCC[P@](=O)(O)OC[C@@H]1COC(C)(C)O1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6FB5A0>,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF949D20>,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94C900>,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF954CF0>,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF965BD0>,CO[C@H](Cc1ccccc1)[C@H](C)/C=C(C)/C=C/[C@@H](N)[C@H](C)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF966260>,CN(Cc1cc2ccccc2n1C)C(=O)/C=C/c1ccc(N)nc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96F8B0>,O=C(O)CCC(=O)c1ccccc1C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98BBC0>,C[C@H](N)C(=O)NS(=O)(=O)OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BB530>,Cc1ccc(-n2cc(CNCC3CCCCC3)c3ccccc32)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E3530>,CC(C)n1cnc2/c(=N/c3cccc(Cl)c3)nc(NCCO)[nH]c21
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6FB290>,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97D460>,COc1ccc(C(=O)O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94CDD0>,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9663B0>,OC[C@H]1O[C@@H](S)[C@H](O)[C@@H](O)[C@@H]1S
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96A880>,CC(=N)NCc1cccc(CN)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B18C0>,O=c1[nH]c2cccc(N3CCN(Cc4cccc(-c5ccccc5)c4)CC3)c2o1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B8430>,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DFED0>,N#CCNC(=O)[C@H](CS(=O)(=O)Cc1ccccc1OC(F)F)OC(=O)N1CCOCC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF950DD0>,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF952650>,O=P1(NCCCl)OCCCN1CCCl
<rdkit.Chem.rdchem.Mol object at 0x00000219AF95D0E0>,Nc1ncnc2c1ncn2[C@@H]1O[C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OP(O)(O)=S)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9677D0>,Oc1cccc(-c2ccccc2Cl)c1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF969150>,Cc1ncc(C[n+]2csc(CCO[P@@](=O)(O)O[P@@](=O)([O-])O)c2C)c(N)n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9833E0>,O=C1c2c(O)cccc2C(=O)c2c([N+](=O)[O-])ccc(O)c21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98EB90>,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF990EB0>,O=C(O)C(=O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AA420>,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AE500>,Cc1ncc(COP(=O)(O)O)c(CN[C@@](C)(CCC(=O)O)C(=O)O)c1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AF4C0>,C=CC1=C(C)c2nc1cc1[n-]c(ccnc(C(=C)C)cc3[n-]c([o+]2)c(C=C)c3C)c(CCC(=O)O)c1C.[Fe+4]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B9620>,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@@H]2C1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BFE60>,CCC[C@H]1COc2ccsc2C(=N)N1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CB920>,COc1ccc2sc3c(c2c1)NC[C@@H](CN)NC3=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CBC30>,O=c1[nH]c(=O)n(COCCO)c(O)c1Cc1cccc(OCc2ccccc2)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D2C70>,CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@@H](C)C[C@@H](C)C(=O)/C=C/[C@H]1C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D5620>,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)c2n[nH]c(-c3ccc(Cl)s3)n2)C1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E2C00>,Cc1cc2c(cc1S(=O)(=O)N1CCN(C)CC1)S(=O)(=O)N[C@@H](C1CCCC1)N2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EAD50>,CCN(c1ccccc1)S(=O)(=O)c1ccc(NC(=O)[C@@](C)(O)C(F)(F)F)c(C)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F51C0>,COc1ccc(CN2CCNCC2)c(OC)c1OC
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96D0E0>,CC(C)NC(=N)NO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF978B30>,NS(=O)(=O)c1ccc(C(=O)NCc2c(F)c(F)c(F)c(F)c2F)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93B450>,CN1CCC[C@H]1c1cccnc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF986CE0>,Nc1nc2c(ncn2[C@H]2O[C@H](CO)[C@@H]3O[P@](O)(=S)O[C@@H]32)c(=O)[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98BE60>,O=C(NCCS)c1cc2cc(F)ccc2[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B44A0>,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EAEA0>,CCCCCCCCSCC(=O)C(F)(F)F
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B4190>,C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF949770>,CN(C)N=Nc1[nH]cnc1C(N)=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF994510>,C[C@@H](O)[C@@H](N)c1nccs1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF998AC0>,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B3220>,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B8190>,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C9310>,c1nc2c(NC3CCCCC3)nc(Nc3ccc(N4CCOCC4)cc3)nc2[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E0350>,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccc([N+](=O)[O-])c3cccc1c23
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E15B0>,NS(=O)(=O)c1cccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F9BD0>,COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93FA70>,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF967370>,O=C[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EFD10>,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N=[N+]=[N-])c3ccccc3)C(=O)N2[C@H]1C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF965000>,O[C@H]1CSSC[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A5000>,C[C@@]1(C(=O)O)OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BDCB0>,O=C(O)[C@H](Cc1ccccc1)C[N+](=O)[O-]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E5F50>,C[C@@H](O)[C@@H](N)Cc1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93BA70>,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
<rdkit.Chem.rdchem.Mol object at 0x00000219AC95CAC0>,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97FD10>,CSCC[C@@H](N)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF994BA0>,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9989E0>,NC(=S)c1ccc[n+]([C@@H]2O[C@@H](CO[P@@](=O)([O-])O[P@](=O)(O)OC[C@@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E50E0>,CC(C)Oc1ccc(CC[C@@]2(C3CCCC3)CC(O)=CC(=O)O2)cc1F
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9755B0>,O=CNCc1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B2A40>,CC(C)(CCCCOCCCCC(C)(C)C(=O)O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C0A50>,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(F)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C98C0>,N[C@H](CC[C@@H](N)O)Cc1ccc(O)cc1
