zinc_id,smiles
ZINC000000538198,N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1
ZINC000001544683,COc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1
ZINC000001542910,O=C(N/N=C/C=C/c1ccc([N+](=O)[O-])o1)c1ccc([N+](=O)[O-])s1
ZINC000001551175,O=P(O)(O)C(NC1CCCCCC1)P(=O)(O)O
ZINC000100054124,CN1CC[C@@]23c4c5ccc(O)c4O[C@@H]2[C@@H](O)CC[C@H]3[C@H]1C5
ZINC000100054225,CN1CC[C@@]23c4c5ccc(OS(=O)(=O)O)c4O[C@@H]2C(=O)CC[C@H]3[C@H]1C5
ZINC000000000450,Cc1ccccc1OC[C@H](O)CO
ZINC000000000686,CC[C@H]1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1
ZINC000000001291,CCN(CC)C(=O)c1cccc(C)c1
ZINC000000007455,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
ZINC000000049142,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1
ZINC000000156822,[O-][n+]1ccccc1S
ZINC000000580890,C[N+](C)([O-])CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21
ZINC000000624969,C[C@]12C[C@H](O)[C@@H]3[C@H](C[C@@H](O)C4=CC(=O)CC[C@@]43C)[C@H]1CC[C@]2(O)C(=O)CO
ZINC000000896870,C[C@@H]1NCCO[C@H]1c1ccccc1
ZINC000001088216,O=[N+]([O-])C(Br)(CO)CO
ZINC000001481836,CC[N+](C)(C)[C@@H](C)CC(c1ccccc1)c1ccccc1
ZINC000001530797,CC[C@]1(c2ccccc2)CCC(=O)NC1=O
ZINC000001554197,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O
ZINC000001640015,CC[C@@H](C)C(C)(COC(N)=O)COC(N)=O
ZINC000001704228,C[C@H](Cc1ccc2c(c1)OCO2)NC[C@@H](O)c1ccc(O)c(O)c1
ZINC000001846080,C[C@@H](SC(=O)c1cccs1)C(=O)NCC(=O)O
ZINC000001850155,O=C1[C@H](N(CO)C(=O)NCO)N(CO)C(=O)N1CO
ZINC000002001740,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21
ZINC000002007778,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1C[C@H](O)C(C)=C[C@@H]21
ZINC000002034208,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@H]21
ZINC000002041322,CC[C@H](C)C(C)(COC(N)=O)COC(N)=O
ZINC000002510873,N[C@@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
ZINC000003612929,O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl
ZINC000003789853,NC(=O)c1ccc2[nH]c3c(c2c1)C[C@H](N)CC3
ZINC000003830393,CC1=C(C(=O)O)N2C(=O)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1
ZINC000003830916,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12
ZINC000003830940,C[C@H](I)[C@H]1OC[C@H](CO)O1
ZINC000003831583,O=C1N(Cc2ccccc2)[C@@H]2C[S@@+]3CCC[C@@H]3[C@@H]2N1Cc1ccccc1
ZINC000003872491,C[C@@]12CC[C@@H]3c4ccc(O)cc4CC[C@@H]3[C@@H]1C[C@H](O)[C@@H]2O
ZINC000095618869,CC/C(=C(\c1ccc(OCCN(C)C)cc1)c1ccc(O[C@@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)cc1)c1ccccc1
ZINC000095619110,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)NCC[C@]314
ZINC000096286563,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C
ZINC000100016393,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)[C@H](O)c1ccccc1)C2
ZINC000100020220,CC(C)(O)[C@@H]1CC[C@@](C)(O)CC1
ZINC000100036827,CCCC(CCC)C(=O)O[C@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C
ZINC000100054527,COc1ccc(Cl)cc1/C(O)=N\CCc1ccc(S(=O)(=O)N/C(O)=N\[C@@H]2CC[C@@H](O)CC2)cc1
ZINC000100054862,CCCCNC[C@H](O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1
ZINC000101104601,CC(C)(C)C(=O)OCOC(=O)[C@H]1N2C(=O)[C@@H](/N=C\N3CCCCCC3)[C@H]2SC1(C)C
ZINC000113632070,CCCC[C@@H](CC)COC(=O)/C(C#N)=C(/c1ccccc1)c1ccc(OC)cc1
ZINC000113632074,CCCC[C@H](CC)COC(=O)/C(C#N)=C(/c1ccccc1)c1ccc(OC)cc1
ZINC000118915226,CCC[C@H]1O[C@H]2C[C@H]3[C@@H]4C[C@@H](O)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
ZINC000219077158,COCCOCCCCCC(=O)NCCCC[C@H](N)C(=O)O
ZINC000150339413,CN(C[C@@H](O)CO)C(=O)c1c(I)c(NC(=O)C(CO)CO)c(I)c(C(=O)N(C)C[C@@H](O)CO)c1I
ZINC000230123380,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCc4cc(O)ccc4[C@@H]3CC[C@]21C
ZINC000238730561,CC(C)=CCC[C@@]1(C)[C@H](CC=C(C)C)C[C@@]2(CC=C(C)C)C(=O)C(CC=C(C)C)=C(O)[C@@]1(C(=O)C(C)C)C2=O
ZINC000245190610,C[C@H]1O[C@@H](O[C@H]2/C=C/C=C/C=C/C=C/CC/C=C/C=C/[C@@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)C[C@@H](O)C[C@@H](O)C[C@@H](O)CC[C@@H](O)[C@@H](O)CC(=O)C[C@@H](O)[C@@H](C(=O)O)[C@@H](O)C2)[C@@H](O)[C@@H](N)[C@@H]1O
ZINC000245190612,C[C@@H]1/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@H](O)[C@H](C(=O)O)[C@H](O)CC(=O)C[C@H](O)[C@H](O)CC[C@H](O)C[C@H](O)C[C@H](O)CC(=O)O[C@H](C)[C@H](C)[C@H]1O
ZINC000245204943,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@@H]13
ZINC000247444471,[O-][N@@+]1(Cc2ccccc2Cl)CCc2sccc2C1
ZINC000253476028,CC(C)[N@@+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)[C@H](CO)c1ccccc1)C2
ZINC000169621196,CC(C)=CCC[C@]1(C)[C@H](CC=C(C)C)C[C@@]2(CC=C(C)C)C(=O)C(CC=C(C)C)=C(O)[C@@]1(C(=O)C(C)C)C2=O
ZINC000169621210,C/C=C1/CN(C)[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](c3cc4[nH]c5c(c4cc3OC)CCN3C[C@H]4C[C@H](CC)[C@H]3[C@@]5(C(=O)OC)C4)C[C@@H]1[C@@H]2C(=O)OC
ZINC000253613192,CN(C)C[C@H]1CCCC[C@@]1(O)c1cccc(O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)c1
ZINC000253613194,CN(C)C[C@@H]1CCCC[C@]1(O)c1cccc(O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)c1
ZINC000253613241,CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccc(O[C@@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)cn1
ZINC000253613243,CN(CCOc1ccc(C[C@H]2SC(=O)NC2=O)cc1)c1ccc(O[C@@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)cn1
ZINC000253848650,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O
ZINC000254113657,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C1C
ZINC000170164534,Cc1cc(C[C@@H](C)C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)c(O)c(-n2nc3ccccc3n2)c1
ZINC000256057132,O=BOO
ZINC000256072844,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@@]21C
ZINC000256445970,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)([C@H](O)CO)C[C@@H]3O[C@@H]1C[C@H](N)[C@H](O)[C@@H](C)O1
ZINC000256445978,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)([C@H](O)CO)C[C@@H]3O[C@@H]1C[C@H](N)[C@H](O)[C@H](C)O1
ZINC000261494559,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]21C
ZINC000261494603,C#C[C@]1(O)CC[C@@H]2[C@@H]3CCc4cc(O)c(O)cc4[C@H]3CC[C@]21C
ZINC000261494661,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O[C@@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC
ZINC000261527202,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
ZINC000196037215,O=S(=O)(O)OC[C@H]1O[C@@H](O[C@]2(COS(=O)(=O)O)O[C@H](COS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@@H]2OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@@H]1OS(=O)(=O)O
ZINC000299817032,CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](CC=C(C)C[C@@H](C)C=CC=C4CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C
ZINC000100037087,NC(=O)CCCN/C(=C1\C=C(F)C=CC1=O)c1ccc(Cl)cc1
ZINC000000608266,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccc(Cl)cc32)CC1
ZINC000000601291,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3[C@]2(c2ccccc2)O1
ZINC000000897283,C#C[C@](O)(/C=C/Cl)CC
ZINC000001481940,NS(=O)(=O)c1cc(C(=O)NN2C[C@H]3[C@@H]4CC[C@@H](C4)[C@H]3C2)ccc1Cl
ZINC000001545116,O=C([C@@H](NCCCc1ccc(F)cc1)[C@H](O)c1ccc(O)c(O)c1)N1CCCC1
ZINC000100036919,COCCOC[C@H](CC1(C(=O)N[C@H]2CC[C@@H](C(=O)O)CC2)CCCC1)C(=O)Oc1ccc2c(c1)CCC2
ZINC000002012726,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3[C@@]2(c2ccccc2)O1
ZINC000000000677,C[C@@H](Cc1ccc2c(c1)OCO2)NC[C@H](O)c1ccc(O)c(O)c1
ZINC000000001271,CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1
ZINC000000037293,COc1ccc(C(=O)c2ccccc2O)c(O)c1
ZINC000000154957,Cc1ccccc1OC[C@@H](O)CO
ZINC000000537804,Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)/N=C(\O)NN3CCCCCC3)cc2)no1
ZINC000000608179,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1
ZINC000000896868,C[C@@H]1NCCO[C@@H]1c1ccccc1
ZINC000000900628,C[N+](C)([O-])CCCN1c2ccccc2Sc2ccc(Cl)cc21
ZINC000001481789,C[C@@H](C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1
ZINC000001482128,CNC(=S)NCO
ZINC000001530796,CC[C@@]1(c2ccccc2)CCC(=O)NC1=O
ZINC000001600509,COc1ccc(/C=C/C(=O)OCCC(C)C)cc1
ZINC000001704227,C[C@@H](Cc1ccc2c(c1)OCO2)NC[C@@H](O)c1ccc(O)c(O)c1
ZINC000001846079,C[C@H](SC(=O)c1cccs1)C(=O)NCC(=O)O
ZINC000001849666,CNCCCN1c2ccccc2Sc2ccc(Cl)cc21
ZINC000001997240,CCc1cc(Cl)c(OC)c(C(=O)NC[C@H]2CCCN2CC)c1O
ZINC000002007776,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1C[C@H](O)C(C)=C[C@H]21
ZINC000002039625,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@H]1CCC(C)=C[C@@H]21
ZINC000002384341,CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1
ZINC000003590790,Nc1ccn([C@@H]2CS[C@H](COP(=O)(O)O)O2)c(=O)n1
ZINC000003781952,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1
ZINC000003821675,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2
ZINC000003830689,O=C(O)C(Cl)Cl
ZINC000003830938,C[C@H](I)[C@@H]1OC[C@H](CO)O1
ZINC000003831392,CCCOC(=O)Cn1cc(I)c(=O)c(I)c1
ZINC000003871889,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)O
ZINC000030691571,O=C(O)CN1CCN(CC(=O)O)CCN([C@H](CO)[C@@H](O)CO)CCN(CC(=O)O)CC1
ZINC000030731084,CCc1c2c(nc3ccc(OC(=O)N4CCC(NCCCCC(=O)O)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
ZINC000030731093,CNCCOc1ccc(/C(=C(\c2ccccc2)[C@@H](C)O)c2ccccc2)cc1
ZINC000030731121,CCNCC(=O)Nc1c(C)ccc(O)c1C
ZINC000030731152,NC(=O)OCC(COC(N)=O)c1ccc(O)cc1
ZINC000031425076,CN[C@@]1(c2ccccc2Cl)CCC[C@H](O)C1=O
ZINC000031476880,CCCCCCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(=O)CCCCCC)CC[C@@H]12
ZINC000031544842,OCc1cc([C@H](O)CNCCCCCCOCCC[C@@H](O)c2ccccc2)ccc1O
ZINC000031544850,OCc1cc([C@H](O)CNCCCCCCOCCC[C@H](O)c2ccccc2)ccc1O
ZINC000031707000,O=C(O)C1=C/C(=N/Nc2ccc(OS(=O)(=O)O)c(C(=O)O)c2)C=CC1=O
ZINC000033956088,CC#CC[C@H](C)[C@H](O)/C=C/[C@H]1[C@H]2C/C(=C\CCCC(=O)OCC(=O)c3ccccc3)C[C@@H]2C[C@H]1O
ZINC000033995986,CC1=C(/C=C/C(C)=C\C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
ZINC000034093119,COc1cc2c(cc1OC)[C@@H]1C[C@@H](O)[C@@H](CC(C)C)CN1CC2
ZINC000034176696,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
ZINC000034303655,CC(C)N/C(O)=N\S(=O)(=O)c1cnccc1Nc1cccc(CO)c1
ZINC000035644633,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCC[C@H](O)C2)ccc1C(=O)O
ZINC000036268680,O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCc3ccccc3)c2s1
ZINC000038150745,C/C(=C/Cc1c(O)c(C)c2c(c1O)C(=O)OC2)CCC(=O)O
ZINC000038213880,O[C@@H]1N=C(c2ccccc2)c2cc(Cl)ccc2-n2cnnc21
ZINC000038608147,C[C@H](CSSC[C@H](N)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
ZINC000038683574,CCCN1CCCC[C@@H]1/C(O)=N/c1c(C)ccc(O)c1C
ZINC000039472045,COc1cc(C[C@](C)(O)C(=O)O)ccc1O
ZINC000043131420,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC
ZINC000043195321,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F
ZINC000043845871,COC1=C(C)C(=O)C2=C(C1=O)[C@H](COC(N)=O)[C@@]1(O)[C@@H]3[C@H](CN21)N3C
ZINC000049682739,CCCCCCCCCCCCCC(=O)OC[C@@H](CO[P@@](=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC
ZINC000059719687,CC(C)c1c(C(=O)Nc2ccc(O)cc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@H](O)C[C@H](O)CC(=O)O
ZINC000060292466,CCCCCCCCCCCCCC(=O)OC[C@H](CO[P@@](=O)(O)OC[C@H](O)CO)OC(=O)CCCCCCCCCCCCC
ZINC000065739985,CNCC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21
ZINC000065740836,CCc1cc(C(N)=S=O)ccn1
ZINC000068045176,COc1cc2c(cc1OC)[C@@H]1C[C@@H](O)[C@H](CC(C)C)CN1CC2
ZINC000068197809,CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1
ZINC000068249103,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1
ZINC000072190218,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1
ZINC000077269419,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](OS(=O)(=O)O)CC[C@@]43C)[C@@H]1CC=C2c1ccc[n+]([O-])c1
ZINC000077287170,CNCCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
ZINC000077292462,CCc1cccc2c3c([nH]c12)[C@](CC)(CC(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)OCC3
ZINC000077293241,O=C(CCCN1CCC(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
ZINC000083291604,CCOC(=O)/C=C1/S[C@@H](N2CCCCC2)C(=O)N1C
ZINC000095564895,CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21
ZINC000095618557,N=C(O)NC[C@H](F)C(=O)O
ZINC000095618621,C[C@@](O)(Cc1cccc(O)c1)C(=O)O
ZINC000095618623,COc1cc(C[C@H](C)C(=O)O)ccc1O
ZINC000095618767,C[C@H](C(=O)O[C@H]1O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O)c1ccc(-c2ccccc2)c(F)c1
ZINC000095618791,CCOc1cc(C/C(O)=N\[C@H](CC(C)C)c2ccccc2N)ccc1C(=O)O
ZINC000095618793,CC(C)c1c(C(=O)Nc2ccc(O)cc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@H](O)C[C@@H](O)CC(=O)O
ZINC000100054130,CN1CC[C@@]23c4c5ccc(O)c4O[C@@H]2[C@H](O)CC[C@H]3[C@H]1C5
ZINC000100067477,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]21
ZINC000000000038,CC[C@](C)(CN(C)C)OC(=O)c1ccccc1
ZINC000000000609,C[C@H]1NCCO[C@@H]1c1ccccc1
ZINC000000000747,O=C1NOC[C@@H]1/N=C/c1ccc(/C=N/[C@@H]2CONC2=O)cc1
ZINC000000001676,CCCC(=O)Oc1cc(C)c(OC(=O)CCC)c2ccccc12
ZINC000000119905,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1
ZINC000000157458,OCc1ccc(Cl)cc1Cl
ZINC000000601293,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1
ZINC000000895390,O=c1c(-c2ccccc2)coc2ccccc12
ZINC000000896873,C[C@H]1NCCO[C@H]1c1ccccc1
ZINC000001319967,C[C@@H](COc1ccccc1)N[C@H](C)[C@@H](O)c1ccc(O)cc1
ZINC000001481969,C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21
ZINC000001530583,CC1=C(C(=O)O)N2C(=O)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@@H]2SC1
ZINC000001530871,N[P@](=O)(OCCC(=O)O)N(CCCl)CCCl
ZINC000001591846,O=[N+]([O-])c1ccc(-c2ccccc2)cc1
ZINC000001678302,C[C@H](CC1c2ccccc2CCc2ccccc21)CN(C)C
ZINC000001751811,[O-][n+]1ccccc1SSc1cccc[n+]1[O-]
ZINC000001850156,O=C1[C@@H](N(CO)C(=O)NCO)N(CO)C(=O)N1CO
ZINC000002007678,CC[C@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1
ZINC000002015559,C/C(=C(\CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N
ZINC000002034893,CC[C@@](C)(CN(C)C)OC(=O)c1ccccc1
ZINC000002243733,CN(C)C[C@@H]1CCCC[C@@]1(O)c1cccc(O)c1
ZINC000002561369,C[C@@H](Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1
ZINC000003774999,COCCOC[C@H](CC1(C(=O)NC2CCC(C(=O)O)CC2)CCCC1)C(=O)Oc1ccc2c(c1)CCC2
ZINC000003812930,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1
ZINC000003830434,NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12
ZINC000003830931,CC(=O)N(C[C@H](C)C(=O)O)c1c(I)cc(I)c(N)c1I
ZINC000003830953,CCOC(=O)CCCCCCCC[C@@H](C)c1ccccc1I
ZINC000003833877,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21
ZINC000003872493,C[C@@]12CC[C@H]3c4ccc(O)cc4CC[C@@H]3[C@@H]1C[C@H](O)[C@@H]2O
ZINC000030691574,O=C(O)CN1CCN(CC(=O)O)CCN([C@@H](CO)[C@H](O)CO)CCN(CC(=O)O)CC1
ZINC000030731089,CC/C(=C(\c1ccccc1)c1ccc(OCCN)cc1)c1ccccc1
ZINC000030731098,CNCCOc1ccc(/C(=C(\c2ccccc2)[C@H](C)O)c2ccccc2)cc1
ZINC000030731133,COc1ccc2c3c1O[C@H]1[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314
ZINC000030731228,N#Cc1ccc2c(c1)CO[C@@]2(CCC(=O)O)c1ccc(F)cc1
ZINC000031425077,CN[C@]1(c2ccccc2Cl)CCC[C@@H](O)C1=O
ZINC000031544837,OCc1cc([C@@H](O)CNCCCCCCOCCC[C@@H](O)c2ccccc2)ccc1O
ZINC000031544846,OCc1cc([C@@H](O)CNCCCCCCOCCC[C@H](O)c2ccccc2)ccc1O
ZINC000031623149,CCC1(C2=C[C@H]3CC[C@@H](C2)C3)C(=O)NC(=O)NC1=O
ZINC000033650458,CNCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1
ZINC000033902810,O=C[C@H](O)[C@@H](O)[C@@H](CO)O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
ZINC000033971074,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000034092806,CNCCCN1c2ccc(O)cc2CCc2ccc(Cl)cc21
ZINC000034108591,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)C(=O)OC2
ZINC000034230491,CCCCCCOC(=O)c1ccccc1C(=O)c1ccc(N(CC)CC)cc1O
ZINC000035644637,CCOc1cc(CC(=O)N[C@H](CC(C)C)c2ccccc2N2CCC[C@H](O)C2)ccc1C(=O)O
ZINC000038141918,CCCCCCCC[N+](C)(C)CCCCCCCC
ZINC000038213879,O[C@H]1N=C(c2ccccc2)c2cc(Cl)ccc2-n2cnnc21
ZINC000038460704,Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21
ZINC000038611810,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
ZINC000038810990,C/C(=N\Nc1nncc2ccccc12)C(=O)O
ZINC000039472044,COc1cc(C[C@@](C)(O)C(=O)O)ccc1O
ZINC000042834847,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2C(=O)C[C@H]2S(=O)(=O)C1(C)C
ZINC000043174901,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F
ZINC000043205655,CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1
ZINC000044699444,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1
ZINC000053073961,O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12
ZINC000060195421,CCCCCCCCCC[N+](C)(C)CCCCCCCC
ZINC000064622163,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
