ID,Mol,Smiles,Source
CHEMBL3689005,<rdkit.Chem.rdchem.Mol object at 0x00000221094AE730>,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cccc(CS(C)(=O)=O)c3)nc2n1,mtor
CHEMBL3693452,<rdkit.Chem.rdchem.Mol object at 0x00000221094AE7A0>,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCCCC4)nc3n2)cc1CO,mtor
CHEMBL2165048,<rdkit.Chem.rdchem.Mol object at 0x00000221094AE810>,COc1ccc(Nc2cccnc2-c2nc(C)nc(N)n2)cn1,mtor
CHEMBL2165017,<rdkit.Chem.rdchem.Mol object at 0x00000221094AE880>,COc1ccc(Nc2ncc(CN3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cn1,mtor
CHEMBL2165015,<rdkit.Chem.rdchem.Mol object at 0x00000221094AE8F0>,COC(=O)N1CCN(Cc2cnc(Nc3ccc(OC)nc3)c(-c3nc(C)nc(N)n3)c2)CC1,mtor
CHEMBL2165012,<rdkit.Chem.rdchem.Mol object at 0x00000221094AE960>,COc1ccc(Nc2ncc(CN3CC[C@@H](CO)C3)cc2-c2nc(C)nc(N)n2)cn1,mtor
CHEMBL2165010,<rdkit.Chem.rdchem.Mol object at 0x00000221094AE9D0>,COc1ccc(Nc2ncc(CN3CCOCC3)cc2-c2nc(C)nc(N)n2)cn1,mtor
CHEMBL3951966,<rdkit.Chem.rdchem.Mol object at 0x00000221094AEA40>,CN(C)CCCOc1ccc(-c2cc3c(cc2F)ncc2c3n(C3(C)CCOCC3)c(=O)n2C)cn1,mtor
CHEMBL3688843,<rdkit.Chem.rdchem.Mol object at 0x00000221094AEAB0>,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc(N4CCOCC4)nc3)nc2n1,mtor
CHEMBL3693522,<rdkit.Chem.rdchem.Mol object at 0x00000221094AEB20>,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(NCC(F)F)nc3n2)cc1CO,mtor
CHEMBL3693554,<rdkit.Chem.rdchem.Mol object at 0x00000221094AEB90>,C[C@H]1COCCN1c1nc(N2CCCC[C@H]2C)nc2nc(-c3ccc(Cl)cc3)ccc12,mtor
CHEMBL3693555,<rdkit.Chem.rdchem.Mol object at 0x00000221094AEC00>,C[C@H]1CN(c2nc(N3CCOC[C@@H]3C)c3ccc(-c4ccc(Cl)cc4)nc3n2)C[C@@H](C)O1,mtor
CHEMBL3693556,<rdkit.Chem.rdchem.Mol object at 0x00000221094AEC70>,C[C@H]1COCCN1c1nc(N2CCOCC2)nc2nc(-c3ccc(Cl)cc3)ccc12,mtor
CHEMBL3688831,<rdkit.Chem.rdchem.Mol object at 0x00000221094AECE0>,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccccc3)nc2n1,mtor
CHEMBL3693457,<rdkit.Chem.rdchem.Mol object at 0x00000221094AED50>,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCCC(C(F)(F)F)C4)nc3n2)cc1CO,mtor
CHEMBL3693461,<rdkit.Chem.rdchem.Mol object at 0x00000221094AEDC0>,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(-n4ccnc4I)nc3n2)cc1CO,mtor
CHEMBL3688912,<rdkit.Chem.rdchem.Mol object at 0x00000221094AEE30>,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc4c(c3)NC(=O)CO4)nc2n1,mtor
CHEMBL4076574,<rdkit.Chem.rdchem.Mol object at 0x00000221094AEEA0>,Nc1ccc(-c2ccc3ncc4ncc(=O)n(C5CCN(CCO)CC5)c4c3c2)cn1,mtor
CHEMBL2165036,<rdkit.Chem.rdchem.Mol object at 0x00000221094AEF10>,Nc1cc(-c2cccnc2Nc2cccc3[nH]ncc23)nc(C(F)(F)F)n1,mtor
CHEMBL2165010,<rdkit.Chem.rdchem.Mol object at 0x00000221094AEF80>,COc1ccc(Nc2ncc(CN3CCOCC3)cc2-c2nc(C)nc(N)n2)cn1,mtor
CHEMBL3643929,<rdkit.Chem.rdchem.Mol object at 0x00000221094AEFF0>,Cc1nc(N)nc(-c2cccnc2Nc2ccc(N)nc2)n1,mtor
CHEMBL3646474,<rdkit.Chem.rdchem.Mol object at 0x00000221094AF060>,COc1ccc(Nc2ncc(CNC(C)C)cc2-c2nc(C)nc3[nH]cnc23)cn1,mtor
CHEMBL4060651,<rdkit.Chem.rdchem.Mol object at 0x00000221094AF0D0>,CC(=O)Nc1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4ncccc4n3)cc2)cc1,mtor
CHEMBL4088957,<rdkit.Chem.rdchem.Mol object at 0x00000221094AF140>,N#CCN1CCC[C@H](n2c(=O)cnc3cnc4ccc(-c5cnc6ccccc6c5)cc4c32)C1,mtor
CHEMBL4101340,<rdkit.Chem.rdchem.Mol object at 0x00000221094AF1B0>,N#CCN1CCC(n2c(=O)cnc3cnc4cc(F)c(-c5cn[nH]c5)cc4c32)CC1,mtor
CHEMBL3955316,<rdkit.Chem.rdchem.Mol object at 0x00000221094AF220>,Cc1ccc(NC(=O)Nc2ccc(-c3nc(N4C5CCC4COC5)nc4c3C(=O)N(C)CC(C)(C)O4)cc2)nc1,mtor
CHEMBL3940347,<rdkit.Chem.rdchem.Mol object at 0x00000221094AF290>,CCN1CC(C)(C)Oc2nc(N3C4CCC3COC4)nc(-c3ccc(NC(=O)NC4CC4)c(F)c3)c2C1=O,mtor
CHEMBL3693415,<rdkit.Chem.rdchem.Mol object at 0x00000221094AF300>,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccoc3CO)nc2n1,mtor
CHEMBL3688932,<rdkit.Chem.rdchem.Mol object at 0x00000221094AF370>,CC(=O)Nc1cc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)ccn1,mtor
CHEMBL3688938,<rdkit.Chem.rdchem.Mol object at 0x00000221094AF3E0>,CCNC(=O)c1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1F,mtor
CHEMBL3964241,<rdkit.Chem.rdchem.Mol object at 0x00000221094AF450>,Cn1c(=O)n([C@H]2CCOC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,mtor
CHEMBL3895113,<rdkit.Chem.rdchem.Mol object at 0x00000221094AF4C0>,CCNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)nc3c2C(=O)N(C[C@@H]2CCCN2)CC(C)(C)O3)cc1F,mtor
CHEMBL3951952,<rdkit.Chem.rdchem.Mol object at 0x00000221094AF530>,CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4cccc(C)n4)cc3)c2C1=O,mtor
CHEMBL3693512,<rdkit.Chem.rdchem.Mol object at 0x00000221094AF5A0>,CNc1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc(OC)c(CO)c3)nc2n1,mtor
CHEMBL3693517,<rdkit.Chem.rdchem.Mol object at 0x00000221094AF610>,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(NCC(N)=O)nc3n2)cc1CO,mtor
CHEMBL3693524,<rdkit.Chem.rdchem.Mol object at 0x00000221094AF680>,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(NCCN(C)C)nc3n2)cc1CO,mtor
CHEMBL3693534,<rdkit.Chem.rdchem.Mol object at 0x00000221094AF6F0>,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCC[C@@H]4CO)nc3n2)cc1CO,mtor
CHEMBL3693541,<rdkit.Chem.rdchem.Mol object at 0x00000221094AF760>,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(NC(C)CN(C)C)nc3n2)cc1CO,mtor
CHEMBL3693543,<rdkit.Chem.rdchem.Mol object at 0x00000221094AF7D0>,CCOc1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc(OC)c(CO)c3)nc2n1,mtor
CHEMBL3693584,<rdkit.Chem.rdchem.Mol object at 0x00000221094AF840>,C[C@H]1COCCN1c1nc(-c2cccnc2)nc2nc(-c3ccc(Cl)cc3)ccc12,mtor
CHEMBL3896907,<rdkit.Chem.rdchem.Mol object at 0x00000221094AF8B0>,CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4cc(OC)ccn4)cc3F)c2C1=O,mtor
CHEMBL3930603,<rdkit.Chem.rdchem.Mol object at 0x00000221094AF920>,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3CC)nc3c2C(=O)N(CC)CC(C)(C)O3)cc1F,mtor
CHEMBL3958091,<rdkit.Chem.rdchem.Mol object at 0x00000221094AF990>,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(Nc4nnc(C)[nH]4)c(F)c3)c2C1=O,mtor
CHEMBL3693568,<rdkit.Chem.rdchem.Mol object at 0x00000221094AFA00>,COC(=O)c1cccc(-c2nc(N3CCOC[C@@H]3C)c3ccc(-c4ccc(OC)c(CO)c4)nc3n2)c1,mtor
CHEMBL3919008,<rdkit.Chem.rdchem.Mol object at 0x00000221094AFA70>,CCNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)nc3c2C(=O)N(CCC(=O)OC(C)(C)C)CC(C)(C)O3)cc1,mtor
CHEMBL2069328,<rdkit.Chem.rdchem.Mol object at 0x00000221094AFAE0>,CC(=O)c1ccc(-c2sc(NC(=O)NCCC(=O)NC(C)(C)C)nc2C)cc1,mtor
CHEMBL3903485,<rdkit.Chem.rdchem.Mol object at 0x00000221094AFB50>,CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)N5CCC(N(C)C)CC5)cc4)cc3)c2C1=O,mtor
CHEMBL3974718,<rdkit.Chem.rdchem.Mol object at 0x00000221094AFBC0>,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4cccc(OC)n4)c(F)c3)c2C1=O,mtor
CHEMBL3890590,<rdkit.Chem.rdchem.Mol object at 0x00000221094AFC30>,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4cnn(C)c4)c(F)c3)c2C1=O,mtor
CHEMBL3956206,<rdkit.Chem.rdchem.Mol object at 0x00000221094AFCA0>,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccnc(OC)n4)c(F)c3)c2C1=O,mtor
CHEMBL3693585,<rdkit.Chem.rdchem.Mol object at 0x00000221094AFD10>,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(NS(=O)(=O)c4cccc(C)c4)nc3n2)cc1CO,mtor
CHEMBL3688952,<rdkit.Chem.rdchem.Mol object at 0x00000221094AFD80>,C[C@H]1COCCN1c1nc(N2CCC(c3ccncc3)CC2)nc2nc(-c3ccc(N)nc3)ccc12,mtor
CHEMBL3701177,<rdkit.Chem.rdchem.Mol object at 0x00000221094AFDF0>,CCc1nccc(-c2ccc(C(=O)N3CCN(C(C)C)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3688985,<rdkit.Chem.rdchem.Mol object at 0x00000221094AFE60>,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc(C(=O)N(C)C)cc3)nc2n1,mtor
CHEMBL4110616,<rdkit.Chem.rdchem.Mol object at 0x00000221094AFED0>,Cn1c(=O)n([C@@H]2CCOC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,mtor
CHEMBL4109786,<rdkit.Chem.rdchem.Mol object at 0x00000221094AFF40>,Cn1c(=O)n([C@@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCC5)nc4)ccc3ncc21,mtor
CHEMBL3701077,<rdkit.Chem.rdchem.Mol object at 0x00000221094AC120>,CCc1nccc(-c2ccc(C(=O)N3CCNCC3)c(F)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3701105,<rdkit.Chem.rdchem.Mol object at 0x00000221094AC040>,Cc1nccc(-c2ccc(C(=O)N(C)CCN(C)C)nc2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3653538,<rdkit.Chem.rdchem.Mol object at 0x00000221094B00B0>,CC(C)[C@H]1CN(CCO)C(=O)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)cc3)c2n1,mtor
CHEMBL3688867,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0190>,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3cccc(S(=O)(=O)NCCO)c3)nc2n1,mtor
CHEMBL3688907,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0200>,C[C@H]1CN(c2nc(N3CCOC[C@@H]3C)c3ccc(-c4ccc(O)cc4)nc3n2)C[C@@H](C)O1,mtor
CHEMBL3667419,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0270>,C[C@H]1COCCN1c1nc(N2CCOCC2)nc2[nH]c(-c3ccc(F)c(CO)c3)nc12,mtor
CHEMBL3667423,<rdkit.Chem.rdchem.Mol object at 0x00000221094B02E0>,c1cc(-c2nc3c(N4CC5CCC(C4)O5)nc(N4CCOCC4)nc3[nH]2)c2cc[nH]c2c1,mtor
CHEMBL3667429,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0350>,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2nc(-c3ccc4cc[nH]c4c3)[nH]c2n1,mtor
CHEMBL3667435,<rdkit.Chem.rdchem.Mol object at 0x00000221094B03C0>,C[C@@H]1COCCN1c1nc(N2CCOCC2)nc2[nH]c(-c3ccc4cc[nH]c4c3)nc12,mtor
CHEMBL3667437,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0430>,C[C@H]1COCCN1c1nc(N2CCOCC2)nc2[nH]c(-c3cccc4[nH]ccc34)nc12,mtor
CHEMBL573339,<rdkit.Chem.rdchem.Mol object at 0x00000221094B04A0>,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,mtor
CHEMBL3960662,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0510>,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1,mtor
CHEMBL3915261,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0580>,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4cnn(CCCO)c4)ccc3ncc21,mtor
CHEMBL3935310,<rdkit.Chem.rdchem.Mol object at 0x00000221094B05F0>,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4cnc(N)nc4)ccc3ncc21,mtor
CHEMBL4114027,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0660>,CCC[C@@H]1COCCN1c1nc(N2CCOC[C@H]2C)c2nc(-c3cccc4[nH]ccc34)[nH]c2n1,mtor
CHEMBL4109998,<rdkit.Chem.rdchem.Mol object at 0x00000221094B06D0>,C[C@@H]1COCCN1c1nc(N2CCC23CCOCC3)nc2[nH]c(-c3cccc4[nH]ccc34)nc12,mtor
CHEMBL3898334,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0740>,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccon4)c(F)c3)c2C1=O,mtor
CHEMBL3958314,<rdkit.Chem.rdchem.Mol object at 0x00000221094B07B0>,CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccc(OC)nc4)c(C)c3)c2C1=O,mtor
CHEMBL3894827,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0820>,CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4cccc(OC(F)F)c4)cc3)c2C1=O,mtor
CHEMBL3693481,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0890>,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCC5CCCCC5C4)nc3n2)cc1CO,mtor
CHEMBL3701167,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0900>,CCc1nccc(-c2ccc(C(=O)N3CCN(C(C)(C)C)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,mtor
CHEMBL3688854,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0970>,CCCNC(=O)c1cc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)ccc1F,mtor
CHEMBL3693575,<rdkit.Chem.rdchem.Mol object at 0x00000221094B09E0>,COc1cccc(-c2nc(N3CCOC[C@@H]3C)c3ccc(-c4ccc(OC)c(CO)c4)nc3n2)c1,mtor
CHEMBL3693575,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0A50>,COc1cccc(-c2nc(N3CCOC[C@@H]3C)c3ccc(-c4ccc(OC)c(CO)c4)nc3n2)c1,mtor
CHEMBL3958894,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0AC0>,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4cncc(OC)n4)cc3)c2C1=O,mtor
CHEMBL3976821,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0B30>,CN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccccn4)cc3)c2C1=O,mtor
CHEMBL3965706,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0BA0>,COc1c(C(=O)N2CCN(S(C)(=O)=O)CC2)nc(-c2ccc(NC(=O)Nc3ccccc3)cc2)nc1N1CCOCC1,mtor
CHEMBL3912425,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0C10>,CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4cc(OC)c(F)cc4F)cc3)c2C1=O,mtor
CHEMBL3981126,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0C80>,CCN1CC(C)(C)Oc2nc(N3CCOC[C@@H]3C)nc(-c3ccc(NC(=O)Nc4ccncc4)c(F)c3)c2C1=O,mtor
CHEMBL3914269,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0CF0>,CSc1cnc(-c2ccc(NC(=O)Nc3ccc(C(=O)N4CCOCC4)cc3)cc2)nc1N1CCOCC1,mtor
CHEMBL3940509,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0D60>,CSc1c(-c2cccnc2)nc(-c2ccc(NC(=O)Nc3ccc(NS(C)(=O)=O)cc3)cc2)nc1N1CCOCC1,mtor
CHEMBL3983292,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0DD0>,COc1cnc(-c2ccc(NC(=O)Nc3ccc(S(=O)(=O)N4CCOCC4)cc3)cc2)nc1N1CCOCC1,mtor
CHEMBL3979076,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0E40>,COc1ccc(NC(=O)Nc2ccc(-c3nc(N4C5CCC4COC5)nc4c3C(=O)N(C)CC(C)(C)O4)cc2)nc1,mtor
CHEMBL3890517,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0EB0>,CCN1CC(C)(C)Oc2nc(N3C4CCC3COC4)nc(-c3ccc(NC(=O)Nc4cc(OC)ccn4)cc3)c2C1=O,mtor
CHEMBL3928171,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0F20>,CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccnc5[nH]ccc45)c(F)c3)c2C1=O,mtor
CHEMBL3792866,<rdkit.Chem.rdchem.Mol object at 0x00000221094B0F90>,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)N1CCN(c2nc3c(c(N4CCOCC4)n2)CS(=O)(=O)CC3)CC1,mtor
CHEMBL3701055,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1000>,CNc1ccc(C#Cc2c(-c3ccc(S(C)(=O)=O)cc3)ccnc2C)cn1,mtor
CHEMBL3360203,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1070>,COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(NC(=O)C(C)(C)N)c2)c1,mtor
CHEMBL3919132,<rdkit.Chem.rdchem.Mol object at 0x00000221094B10E0>,COc1cnc(-c2ccc(NC(=O)Nc3ccc(F)c(F)c3)cc2)nc1N1CCOCC1,mtor
CHEMBL573339,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1150>,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,mtor
CHEMBL2030442,<rdkit.Chem.rdchem.Mol object at 0x00000221094B11C0>,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2cccc3[nH]ccc23)n1,mtor
CHEMBL3109144,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1230>,O=C(Nc1ccc(O)cc1)Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1,mtor
CHEMBL3693540,<rdkit.Chem.rdchem.Mol object at 0x00000221094B12A0>,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N(CCO)C(C)C)nc3n2)cc1CO,mtor
CHEMBL3649443,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1310>,COc1cc(-c2cnc3ccccn23)cnc1OC,mtor
CHEMBL3649438,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1380>,CN(C)S(=O)(=O)Nc1cc(-c2cnc3cc(-c4ccncc4)ccn23)cnc1Cl,mtor
CHEMBL3646585,<rdkit.Chem.rdchem.Mol object at 0x00000221094B13F0>,COc1ncc(Nc2ncc(C(C)N3CCN(C(=O)N(C)C)CC3)cc2-c2nc(C)nc(N)n2)cc1F,mtor
CHEMBL2170086,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1460>,COc1ncc(Nc2ncc([C@@H](C)N3CCN(S(C)(=O)=O)C[C@H]3C)cc2-c2nc(C)nc(N)n2)cc1F,mtor
CHEMBL2206916,<rdkit.Chem.rdchem.Mol object at 0x00000221094B14D0>,Cc1nc(N)nc(-c2cccnc2Nc2cnc(Cl)c(NS(=O)(=O)N(C)C(C)C)c2)n1,mtor
CHEMBL2165049,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1540>,COc1ccc(Nc2ncncc2-c2nc(C)nc(N)n2)cn1,mtor
CHEMBL3646468,<rdkit.Chem.rdchem.Mol object at 0x00000221094B15B0>,Cc1nc(N)nc(-c2cc(CN3CCN(S(C)(=O)=O)CC3)cnc2Nc2ccc3ocnc3c2)n1,mtor
CHEMBL3646476,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1620>,COc1ccc(Nc2ncc(CNCc3ccncc3)cc2-c2nc(C)nc3[nH]cnc23)cn1,mtor
CHEMBL3646482,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1690>,COc1ccc(Nc2ncc(C(C)N3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cn1,mtor
CHEMBL3640948,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1700>,COc1ccc(-c2ncnc(C)c2C#Cc2ccc(N)nc2)cn1,mtor
CHEMBL3640963,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1770>,Cc1ncnc(-c2cc(Cl)cc(C(=O)N(C)C)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3640964,<rdkit.Chem.rdchem.Mol object at 0x00000221094B17E0>,Cc1ncnc(-c2ccc(F)c(C(=O)N3CCOCC3)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3688991,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1850>,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc(CNCCO)cc3)nc2n1,mtor
CHEMBL2165034,<rdkit.Chem.rdchem.Mol object at 0x00000221094B18C0>,COc1ccc(Nc2ncc(CN3CCC3)cc2-c2nc(C)nc(N)n2)cn1,mtor
CHEMBL3646524,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1930>,COc1ncc(Nc2nc(C)ccc2-c2nc(C)nc(N)n2)cc1F,mtor
CHEMBL3646429,<rdkit.Chem.rdchem.Mol object at 0x00000221094B19A0>,COc1ccc(Nc2ncc(CNc3ccccn3)cc2-c2nc(C)nc3[nH]cnc23)cn1,mtor
CHEMBL3958537,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1A10>,CC(=O)Nc1nc2ccc(-c3nn(C(C)C)c4ncnc(N)c34)cc2o1,mtor
CHEMBL3799831,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1A80>,CN(C)C(=O)c1cc(CN2CCOc3c(F)cccc32)c2oc(N3CCOCC3)cc(=O)c2c1,mtor
CHEMBL3640936,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1AF0>,CCc1ncnc(-c2ccc(C(=O)NC)c(Cl)c2)c1C#Cc1ccc(N)nc1,mtor
CHEMBL3639398,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1B60>,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC4CCCCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1C,mtor
CHEMBL3958903,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1BD0>,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2ccc(-c3ccc(N)cc3)nc2n1,mtor
CHEMBL2172477,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1C40>,CC(=O)Nc1cc(-c2c(Nc3ccn(C)n3)nc3ccc(-c4cccnc4C)cn23)nc(C)n1,mtor
CHEMBL4107880,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1CB0>,C[C@@H]1COCCN1c1nc(N2CCOC[C@H]2C)c2nc(-c3cc[nH]n3)[nH]c2n1,mtor
CHEMBL4109286,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1D20>,C[C@@H]1COCCN1c1nc(N2CCN(C)CC2)nc2[nH]c(-c3cccc4[nH]ccc34)nc12,mtor
CHEMBL4107510,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1D90>,C[C@@H]1COCCN1c1nc(N2CCC(C(F)(F)F)CC2)nc2[nH]c(-c3cccc4[nH]ccc34)nc12,mtor
CHEMBL4114967,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1E00>,C[C@@H]1COCCN1c1nc(N2CCO[C@H](CO)C2)nc2[nH]c(-c3cccc4[nH]ccc34)nc12,mtor
CHEMBL3899910,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1E70>,C[C@H]1COCCN1c1nc(N2CCOC[C@@H]2C)c2nc(-c3ccc(N)nc3)[nH]c2n1,mtor
CHEMBL3646572,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1EE0>,COc1ccc(Nc2ncc(C(C)(C)N3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cn1,mtor
CHEMBL3649432,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1F50>,COc1cc(-c2cnc3ccc(N4CCOC4=O)cn23)cnc1OC,mtor
CHEMBL2165011,<rdkit.Chem.rdchem.Mol object at 0x00000221094B1FC0>,COc1ccc(Nc2ncc(CN3CCC(O)CC3)cc2-c2nc(C)nc(N)n2)cn1,mtor
CHEMBL3646562,<rdkit.Chem.rdchem.Mol object at 0x00000221094B2030>,Cc1nc(N)nc(-c2cc(CN3CCNCC3)cnc2Nc2ccc3[nH]cnc3c2)n1,mtor
